#,x_val,y_val,color
4B_1,5650,darkgray
4B_2,2900,darkgray
4B_3,86,darkgray
4B,78,darkslategray
16B_1,1330,darkgray
16B_2,725,darkgray
16B_3,82,darkgray
16B,80,darkslategray
64B_1,316,darkgray
64B_2,212,darkgray
64B_3,82,darkgray
64B,91,darkslategray
