#,x_val,y_val,color
4B,350,darkgray
4B,820,darkslategray
16B,765,darkgray
16B,860,darkslategray
64B,610,darkgray
64B,970,darkslategray
128B,590,darkgray
128B,1025,darkslategray
1KB,3400,darkgray
1KB,3940,darkslategray
