#,x_val,y_val,color
4B,310,darkgray
4B,490,darkslategray
16B,557,darkgray
16B,515,darkslategray
64B,436,darkgray
64B,610,darkslategray
256B,776,darkgray
256B,950,darkslategray
1KB,3280,darkgray
1KB,3520,darkslategray
