#,x_val,y_val,color
4B_1,4770,darkgray
4B_2,2485,darkgray
4B_3,74,darkgray
4B,70,darkslategray
16B_1,1425,darkgray
16B_2,725,darkgray
16B_3,71,darkgray
16B,75,darkslategray
64B_1,273,darkgray
64B_2,186,darkgray
64B_3,71,darkgray
64B,80,darkslategray
