#,x_val,y_val,color
4B_1,5600,darkgray
4B_2,2870,darkgray
4B_3,83,darkgray
4B,86,darkslategray
16B_1,1330,darkgray
16B_2,725,darkgray
16B_3,82,darkgray
16B,88,darkslategray
64B_1,315,darkgray
64B_2,205,darkgray
64B_3,80,darkgray
64B,97,darkslategray
