#,x_val,y_val,color
4B,1390,darkgray
4B,1530,darkslategray
16B,2780,darkgray
16B,4200,darkslategray
64B,6450,darkgray
64B,8400,darkslategray
128B,6800,darkgray
128B,9130,darkslategray
1KB,18000,darkgray
1KB,19500,darkslategray
