#,x_val,y_val,color
4B,335,darkgray
4B,725,darkslategray
16B,485,darkgray
16B,760,darkslategray
64B,445,darkgray
64B,855,darkslategray
128B,505,darkgray
128B,910,darkslategray
1KB,3385,darkgray
1KB,3770,darkslategray
