#,x_val,y_val,color
4B_1,4950,darkgray
4B_2,2540,darkgray
4B_3,75,darkgray
4B,70,darkslategray
16B_1,1150,darkgray
16B_2,625,darkgray
16B_3,73,darkgray
16B,72,darkslategray
64B_1,280,darkgray
64B_2,190,darkgray
64B_3,74,darkgray
64B,80,darkslategray
